1	0	17	5	8
1	0	29	7	9
1	0	43	23	10
1	0	75	37	11
1	0	72	44	12
1	0	48	24	13
1	0	46	27	14
1	0	32	12	15
1	0	48	19	16
1	0	60	23	17
1	0	75	53	18
1	0	60	23	19
1	0	42	23	20
1	0	38	13	21
1	0	35	9	22
1	0	13	6	23
1002	-1	1	0	12
1002	-1	1	1	19
1002	0	1	0	12
1002	0	1	1	19
1007	-1	1	0	17
1007	0	1	0	17
1008	-1	36	11	0
1008	-1	16	2	1
1008	-1	7	2	2
1008	-1	3	0	3
1008	-1	10	0	4
1008	-1	4	0	5
1008	-1	9	1	6
1008	-1	16	5	7
1008	-1	38	11	8
1008	-1	64	19	9
1008	-1	116	39	10
1008	-1	198	88	11
1008	-1	171	84	12
1008	-1	127	64	13
1008	-1	130	52	14
1008	-1	121	60	15
1008	-1	154	48	16
1008	-1	198	71	17
1008	-1	182	95	18
1008	-1	147	53	19
1008	-1	124	42	20
1008	-1	103	28	21
1008	-1	101	21	22
1008	-1	58	11	23
1008	1	36	11	0
1008	1	16	2	1
1008	1	7	2	2
1008	1	3	0	3
1008	1	10	0	4
1008	1	4	0	5
1008	1	9	1	6
1008	1	16	5	7
1008	1	38	11	8
1008	1	64	19	9
1008	1	116	39	10
1008	1	198	88	11
1008	1	171	84	12
1008	1	127	64	13
1008	1	130	52	14
1008	1	121	60	15
1008	1	154	48	16
1008	1	198	71	17
1008	1	182	95	18
1008	1	147	53	19
1008	1	124	42	20
1008	1	103	28	21
1008	1	101	21	22
1008	1	58	11	23
1009	-1	55	4	0
1009	-1	27	2	1
1009	-1	15	2	2
1009	-1	13	1	3
1009	-1	7	1	4
1009	-1	7	0	5
1009	-1	10	3	6
1009	-1	42	5	7
1009	-1	72	13	8
1009	-1	94	21	9
1009	-1	198	53	10
1009	-1	330	130	11
1009	-1	354	114	12
1009	-1	215	76	13
1009	-1	178	60	14
1009	-1	208	78	15
1009	-1	213	63	16
1009	-1	228	92	17
1009	-1	324	125	18
1009	-1	257	85	19
1009	-1	192	54	20
1009	-1	167	41	21
1009	-1	148	35	22
1009	-1	101	21	23
1009	1	55	4	0
1009	1	27	2	1
1009	1	15	2	2
1009	1	13	1	3
1009	1	7	1	4
1009	1	7	0	5
1009	1	10	3	6
1009	1	42	5	7
1009	1	72	13	8
1009	1	94	21	9
1009	1	198	53	10
1009	1	330	130	11
1009	1	354	114	12
1009	1	215	76	13
1009	1	178	60	14
1009	1	208	78	15
1009	1	213	63	16
1009	1	228	92	17
1009	1	324	125	18
1009	1	257	85	19
1009	1	192	54	20
1009	1	167	41	21
1009	1	148	35	22
1009	1	101	21	23
1011	-1	264	38	0
1011	-1	147	17	1
1011	-1	103	13	2
1011	-1	41	5	3
1011	-1	48	2	4
1011	-1	40	0	5
1011	-1	73	2	6
1011	-1	193	20	7
1011	-1	328	41	8
1011	-1	489	85	9
1011	-1	947	261	10
1011	-1	1574	566	11
1011	-1	1381	455	12
1011	-1	966	307	13
1011	-1	796	222	14
1011	-1	815	226	15
1011	-1	949	260	16
1011	-1	1256	346	17
1011	-1	1331	437	18
1011	-1	1084	301	19
1011	-1	861	191	20
1011	-1	809	164	21
1011	-1	672	145	22
1011	-1	552	83	23
1011	1	264	38	0
1011	1	147	17	1
1011	1	103	13	2
1011	1	41	5	3
1011	1	48	2	4
1011	1	40	0	5
1011	1	73	2	6
1011	1	193	20	7
1011	1	328	41	8
1011	1	489	85	9
1011	1	947	261	10
1011	1	1574	566	11
1011	1	1381	455	12
1011	1	966	307	13
1011	1	796	222	14
1011	1	815	226	15
1011	1	949	260	16
1011	1	1256	346	17
1011	1	1331	437	18
1011	1	1084	301	19
1011	1	861	191	20
1011	1	809	164	21
1011	1	672	145	22
1011	1	552	83	23
1012	-1	1	0	8
1012	-1	1	0	9
1012	-1	0	1	10
1012	-1	1	0	11
1012	-1	2	1	14
1012	-1	0	1	15
1012	-1	3	2	16
1012	-1	2	1	17
1012	-1	3	1	20
1012	0	1	0	8
1012	0	1	0	9
1012	0	0	1	10
1012	0	1	0	11
1012	0	2	1	14
1012	0	0	1	15
1012	0	3	2	16
1012	0	2	1	17
1012	0	3	1	20
1013	-1	1	0	0
1013	-1	1	1	2
1013	-1	1	0	5
1013	-1	2	0	6
1013	-1	1	1	8
1013	-1	8	1	10
1013	-1	17	3	11
1013	-1	14	4	12
1013	-1	10	5	13
1013	-1	7	3	14
1013	-1	7	4	15
1013	-1	7	2	16
1013	-1	16	7	17
1013	-1	20	9	18
1013	-1	5	2	19
1013	-1	10	4	20
1013	-1	6	1	21
1013	-1	5	2	22
1013	-1	13	2	23
1013	0	1	0	0
1013	0	1	1	2
1013	0	1	0	5
1013	0	2	0	6
1013	0	1	1	8
1013	0	8	1	10
1013	0	17	3	11
1013	0	14	4	12
1013	0	10	5	13
1013	0	7	3	14
1013	0	7	4	15
1013	0	7	2	16
1013	0	16	7	17
1013	0	20	9	18
1013	0	5	2	19
1013	0	10	4	20
1013	0	6	1	21
1013	0	5	2	22
1013	0	13	2	23
1014	-1	1	0	1
1014	-1	1	0	11
1014	-1	2	0	12
1014	-1	1	0	15
1014	-1	1	0	18
1014	-1	1	0	23
1014	1	1	0	1
1014	1	1	0	11
1014	1	2	0	12
1014	1	1	0	15
1014	1	1	0	18
1014	1	1	0	23
1015	-1	4	0	0
1015	-1	0	1	1
1015	-1	3	1	7
1015	-1	3	1	8
1015	-1	1	0	9
1015	-1	10	5	10
1015	-1	9	4	11
1015	-1	11	4	12
1015	-1	6	2	13
1015	-1	5	0	14
1015	-1	10	3	15
1015	-1	17	4	16
1015	-1	11	8	17
1015	-1	13	4	18
1015	-1	10	5	19
1015	-1	12	4	20
1015	-1	16	3	21
1015	-1	8	1	22
1015	-1	2	3	23
1015	1	4	0	0
1015	1	0	1	1
1015	1	3	1	7
1015	1	3	1	8
1015	1	1	0	9
1015	1	10	5	10
1015	1	9	4	11
1015	1	11	4	12
1015	1	6	2	13
1015	1	5	0	14
1015	1	10	3	15
1015	1	17	4	16
1015	1	11	8	17
1015	1	13	4	18
1015	1	10	5	19
1015	1	12	4	20
1015	1	16	3	21
1015	1	8	1	22
1015	1	2	3	23
1016	-1	0	1	0
1016	-1	1	0	8
1016	-1	2	0	11
1016	-1	2	1	12
1016	-1	2	1	13
1016	-1	1	0	16
1016	-1	1	2	17
1016	-1	1	0	18
1016	-1	1	0	19
1016	-1	3	0	20
1016	-1	1	0	22
1016	-1	2	0	23
1016	1	0	1	0
1016	1	1	0	8
1016	1	2	0	11
1016	1	2	1	12
1016	1	2	1	13
1016	1	1	0	16
1016	1	1	2	17
1016	1	1	0	18
1016	1	1	0	19
1016	1	3	0	20
1016	1	1	0	22
1016	1	2	0	23
1017	-1	181	41	0
1017	-1	125	17	1
1017	-1	69	12	2
1017	-1	33	5	3
1017	-1	25	2	4
1017	-1	15	3	5
1017	-1	34	6	6
1017	-1	92	23	7
1017	-1	169	49	8
1017	-1	313	97	9
1017	-1	547	206	10
1017	-1	1090	523	11
1017	-1	1065	486	12
1017	-1	868	338	13
1017	-1	668	251	14
1017	-1	677	247	15
1017	-1	767	285	16
1017	-1	897	401	17
1017	-1	1077	431	18
1017	-1	880	354	19
1017	-1	781	277	20
1017	-1	625	207	21
1017	-1	492	166	22
1017	-1	417	120	23
1017	1	181	41	0
1017	1	125	17	1
1017	1	69	12	2
1017	1	33	5	3
1017	1	25	2	4
1017	1	15	3	5
1017	1	34	6	6
1017	1	92	23	7
1017	1	169	49	8
1017	1	313	97	9
1017	1	547	206	10
1017	1	1090	523	11
1017	1	1065	486	12
1017	1	868	338	13
1017	1	668	251	14
1017	1	677	247	15
1017	1	767	285	16
1017	1	897	401	17
1017	1	1077	431	18
1017	1	880	354	19
1017	1	781	277	20
1017	1	625	207	21
1017	1	492	166	22
1017	1	417	120	23
1018	-1	1	0	4
1018	-1	1	0	7
1018	-1	1	0	11
1018	-1	1	0	13
1018	-1	1	1	14
1018	-1	2	0	16
1018	-1	1	1	17
1018	-1	1	1	18
1018	-1	1	1	22
1018	-1	1	0	23
1018	1	1	0	4
1018	1	1	0	7
1018	1	1	0	11
1018	1	1	0	13
1018	1	1	1	14
1018	1	2	0	16
1018	1	1	1	17
1018	1	1	1	18
1018	1	1	1	22
1018	1	1	0	23
1019	-1	1	0	7
1019	-1	2	0	8
1019	-1	1	0	12
1019	-1	2	0	13
1019	-1	1	0	14
1019	-1	3	0	17
1019	-1	3	0	18
1019	-1	1	0	19
1019	-1	4	0	22
1019	-1	1	0	23
1019	1	1	0	7
1019	1	2	0	8
1019	1	1	0	12
1019	1	2	0	13
1019	1	1	0	14
1019	1	3	0	17
1019	1	3	0	18
1019	1	1	0	19
1019	1	4	0	22
1019	1	1	0	23
1026	-1	1	0	0
1026	0	1	0	0
1033	-1	5	1	0
1033	-1	3	2	1
1033	-1	2	1	2
1033	-1	3	1	3
1033	-1	1	0	5
1033	-1	4	1	7
1033	-1	6	2	8
1033	-1	8	2	9
1033	-1	37	9	10
1033	-1	88	30	11
1033	-1	70	20	12
1033	-1	40	17	13
1033	-1	27	4	14
1033	-1	29	8	15
1033	-1	23	11	16
1033	-1	31	14	17
1033	-1	39	11	18
1033	-1	37	10	19
1033	-1	30	7	20
1033	-1	21	3	21
1033	-1	16	5	22
1033	-1	14	2	23
1033	1	5	1	0
1033	1	3	2	1
1033	1	2	1	2
1033	1	3	1	3
1033	1	1	0	5
1033	1	4	1	7
1033	1	6	2	8
1033	1	8	2	9
1033	1	37	9	10
1033	1	88	30	11
1033	1	70	20	12
1033	1	40	17	13
1033	1	27	4	14
1033	1	29	8	15
1033	1	23	11	16
1033	1	31	14	17
1033	1	39	11	18
1033	1	37	10	19
1033	1	30	7	20
1033	1	21	3	21
1033	1	16	5	22
1033	1	14	2	23
1036	-1	1	0	12
1036	0	1	0	12
1038	-1	2	0	0
1038	-1	2	0	1
1038	-1	1	0	2
1038	-1	2	0	3
1038	-1	2	0	4
1038	-1	1	0	7
1038	-1	2	0	9
1038	-1	4	0	10
1038	-1	2	0	11
1038	-1	6	0	12
1038	-1	7	0	13
1038	-1	6	1	14
1038	-1	7	0	15
1038	-1	4	0	16
1038	-1	7	0	17
1038	-1	5	1	18
1038	-1	10	1	19
1038	-1	4	1	21
1038	-1	4	0	22
1038	-1	3	0	23
1038	0	2	0	0
1038	0	2	0	1
1038	0	1	0	2
1038	0	2	0	3
1038	0	2	0	4
1038	0	1	0	7
1038	0	2	0	9
1038	0	4	0	10
1038	0	2	0	11
1038	0	6	0	12
1038	0	7	0	13
1038	0	6	1	14
1038	0	7	0	15
1038	0	4	0	16
1038	0	7	0	17
1038	0	5	1	18
1038	0	10	1	19
1038	0	4	1	21
1038	0	4	0	22
1038	0	3	0	23
1040	-1	41	6	0
1040	-1	38	12	1
1040	-1	29	3	2
1040	-1	8	0	3
1040	-1	7	0	4
1040	-1	5	1	5
1040	-1	17	2	6
1040	-1	22	3	7
1040	-1	56	6	8
1040	-1	102	21	9
1040	-1	157	44	10
1040	-1	245	84	11
1040	-1	253	95	12
1040	-1	226	65	13
1040	-1	188	56	14
1040	-1	184	52	15
1040	-1	173	47	16
1040	-1	174	64	17
1040	-1	158	55	18
1040	-1	108	44	19
1040	-1	117	38	20
1040	-1	90	26	21
1040	-1	66	17	22
1040	-1	71	13	23
1040	1	41	6	0
1040	1	38	12	1
1040	1	29	3	2
1040	1	8	0	3
1040	1	7	0	4
1040	1	5	1	5
1040	1	17	2	6
1040	1	22	3	7
1040	1	56	6	8
1040	1	102	21	9
1040	1	157	44	10
1040	1	245	84	11
1040	1	253	95	12
1040	1	226	65	13
1040	1	188	56	14
1040	1	184	52	15
1040	1	173	47	16
1040	1	174	64	17
1040	1	158	55	18
1040	1	108	44	19
1040	1	117	38	20
1040	1	90	26	21
1040	1	66	17	22
1040	1	71	13	23
1041	-1	460	89	0
1041	-1	264	46	1
1041	-1	188	27	2
1041	-1	107	6	3
1041	-1	63	5	4
1041	-1	72	3	5
1041	-1	146	16	6
1041	-1	382	45	7
1041	-1	678	160	8
1041	-1	1047	282	9
1041	-1	1830	611	10
1041	-1	2918	1226	11
1041	-1	2940	1199	12
1041	-1	2143	844	13
1041	-1	1838	668	14
1041	-1	1849	598	15
1041	-1	2079	643	16
1041	-1	2584	944	17
1041	-1	2213	915	18
1041	-1	1927	715	19
1041	-1	1600	531	20
1041	-1	1391	376	21
1041	-1	1158	321	22
1041	-1	825	197	23
1041	1	460	89	0
1041	1	264	46	1
1041	1	188	27	2
1041	1	107	6	3
1041	1	63	5	4
1041	1	72	3	5
1041	1	146	16	6
1041	1	382	45	7
1041	1	678	160	8
1041	1	1047	282	9
1041	1	1830	611	10
1041	1	2918	1226	11
1041	1	2940	1199	12
1041	1	2143	844	13
1041	1	1838	668	14
1041	1	1849	598	15
1041	1	2079	643	16
1041	1	2584	944	17
1041	1	2213	915	18
1041	1	1927	715	19
1041	1	1600	531	20
1041	1	1391	376	21
1041	1	1158	321	22
1041	1	825	197	23
1042	-1	4	0	0
1042	-1	0	1	7
1042	-1	2	0	8
1042	-1	2	3	9
1042	-1	5	3	10
1042	-1	14	7	11
1042	-1	8	3	12
1042	-1	5	2	13
1042	-1	8	4	14
1042	-1	9	1	15
1042	-1	1	1	16
1042	-1	16	2	17
1042	-1	23	4	18
1042	-1	21	10	19
1042	-1	12	5	20
1042	-1	4	5	21
1042	-1	9	5	22
1042	-1	10	1	23
1042	1	4	0	0
1042	1	0	1	7
1042	1	2	0	8
1042	1	2	3	9
1042	1	5	3	10
1042	1	14	7	11
1042	1	8	3	12
1042	1	5	2	13
1042	1	8	4	14
1042	1	9	1	15
1042	1	1	1	16
1042	1	16	2	17
1042	1	23	4	18
1042	1	21	10	19
1042	1	12	5	20
1042	1	4	5	21
1042	1	9	5	22
1042	1	10	1	23
1043	-1	1	0	23
1043	1	1	0	23
1044	-1	89	15	0
1044	-1	54	15	1
1044	-1	31	6	2
1044	-1	11	4	3
1044	-1	12	2	4
1044	-1	19	0	5
1044	-1	29	1	6
1044	-1	57	13	7
1044	-1	113	16	8
1044	-1	208	41	9
1044	-1	260	89	10
1044	-1	533	197	11
1044	-1	484	182	12
1044	-1	309	122	13
1044	-1	292	103	14
1044	-1	303	101	15
1044	-1	340	105	16
1044	-1	424	145	17
1044	-1	427	162	18
1044	-1	387	145	19
1044	-1	303	87	20
1044	-1	266	71	21
1044	-1	236	61	22
1044	-1	164	50	23
1044	1	89	15	0
1044	1	54	15	1
1044	1	31	6	2
1044	1	11	4	3
1044	1	12	2	4
1044	1	19	0	5
1044	1	29	1	6
1044	1	57	13	7
1044	1	113	16	8
1044	1	208	41	9
1044	1	260	89	10
1044	1	533	197	11
1044	1	484	182	12
1044	1	309	122	13
1044	1	292	103	14
1044	1	303	101	15
1044	1	340	105	16
1044	1	424	145	17
1044	1	427	162	18
1044	1	387	145	19
1044	1	303	87	20
1044	1	266	71	21
1044	1	236	61	22
1044	1	164	50	23
1046	-1	254	49	0
1046	-1	150	24	1
1046	-1	80	13	2
1046	-1	55	8	3
1046	-1	37	2	4
1046	-1	34	2	5
1046	-1	84	11	6
1046	-1	252	41	7
1046	-1	486	111	8
1046	-1	768	188	9
1046	-1	1232	499	10
1046	-1	2281	1055	11
1046	-1	2000	878	12
1046	-1	1339	528	13
1046	-1	997	402	14
1046	-1	1007	335	15
1046	-1	1276	452	16
1046	-1	1750	675	17
1046	-1	1836	804	18
1046	-1	1465	562	19
1046	-1	1119	344	20
1046	-1	984	242	21
1046	-1	721	177	22
1046	-1	564	98	23
1046	1	254	49	0
1046	1	150	24	1
1046	1	80	13	2
1046	1	55	8	3
1046	1	37	2	4
1046	1	34	2	5
1046	1	84	11	6
1046	1	252	41	7
1046	1	486	111	8
1046	1	768	188	9
1046	1	1232	499	10
1046	1	2281	1055	11
1046	1	2000	878	12
1046	1	1339	528	13
1046	1	997	402	14
1046	1	1007	335	15
1046	1	1276	452	16
1046	1	1750	675	17
1046	1	1836	804	18
1046	1	1465	562	19
1046	1	1119	344	20
1046	1	984	242	21
1046	1	721	177	22
1046	1	564	98	23
1047	-1	47	9	0
1047	-1	34	6	1
1047	-1	13	3	2
1047	-1	8	0	3
1047	-1	4	1	4
1047	-1	4	1	5
1047	-1	11	4	6
1047	-1	37	8	7
1047	-1	69	12	8
1047	-1	94	29	9
1047	-1	152	61	10
1047	-1	274	124	11
1047	-1	294	113	12
1047	-1	159	77	13
1047	-1	169	54	14
1047	-1	144	52	15
1047	-1	169	56	16
1047	-1	241	100	17
1047	-1	251	129	18
1047	-1	208	88	19
1047	-1	157	67	20
1047	-1	175	42	21
1047	-1	114	28	22
1047	-1	86	21	23
1047	1	47	9	0
1047	1	34	6	1
1047	1	13	3	2
1047	1	8	0	3
1047	1	4	1	4
1047	1	4	1	5
1047	1	11	4	6
1047	1	37	8	7
1047	1	69	12	8
1047	1	94	29	9
1047	1	152	61	10
1047	1	274	124	11
1047	1	294	113	12
1047	1	159	77	13
1047	1	169	54	14
1047	1	144	52	15
1047	1	169	56	16
1047	1	241	100	17
1047	1	251	129	18
1047	1	208	88	19
1047	1	157	67	20
1047	1	175	42	21
1047	1	114	28	22
1047	1	86	21	23
1048	-1	0	1	10
1048	-1	1	0	14
1048	-1	1	1	17
1048	-1	1	0	18
1048	-1	1	1	20
1048	-1	1	0	21
1048	-1	0	1	22
1048	1	0	1	10
1048	1	1	0	14
1048	1	1	1	17
1048	1	1	0	18
1048	1	1	1	20
1048	1	1	0	21
1048	1	0	1	22
1050	-1	400	68	0
1050	-1	249	35	1
1050	-1	132	29	2
1050	-1	88	8	3
1050	-1	63	2	4
1050	-1	60	4	5
1050	-1	104	10	6
1050	-1	287	47	7
1050	-1	634	93	8
1050	-1	1006	203	9
1050	-1	1690	470	10
1050	-1	2762	980	11
1050	-1	2739	953	12
1050	-1	1954	664	13
1050	-1	1678	506	14
1050	-1	1703	437	15
1050	-1	2043	552	16
1050	-1	2369	704	17
1050	-1	2649	803	18
1050	-1	1625	588	19
1050	-1	1276	391	20
1050	-1	1095	316	21
1050	-1	945	266	22
1050	-1	686	152	23
1050	1	400	68	0
1050	1	249	35	1
1050	1	132	29	2
1050	1	88	8	3
1050	1	63	2	4
1050	1	60	4	5
1050	1	104	10	6
1050	1	287	47	7
1050	1	634	93	8
1050	1	1006	203	9
1050	1	1690	470	10
1050	1	2762	980	11
1050	1	2739	953	12
1050	1	1954	664	13
1050	1	1678	506	14
1050	1	1703	437	15
1050	1	2043	552	16
1050	1	2369	704	17
1050	1	2649	803	18
1050	1	1625	588	19
1050	1	1276	391	20
1050	1	1095	316	21
1050	1	945	266	22
1050	1	686	152	23
1052	-1	3	0	0
1052	-1	1	0	1
1052	-1	1	0	2
1052	-1	1	0	4
1052	-1	1	1	5
1052	-1	3	0	6
1052	-1	4	0	7
1052	-1	2	2	8
1052	-1	12	4	9
1052	-1	16	12	10
1052	-1	50	23	11
1052	-1	40	13	12
1052	-1	24	6	13
1052	-1	12	4	14
1052	-1	15	5	15
1052	-1	14	6	16
1052	-1	24	6	17
1052	-1	38	19	18
1052	-1	24	7	19
1052	-1	14	4	20
1052	-1	11	2	21
1052	-1	13	1	22
1052	-1	6	1	23
1052	1	3	0	0
1052	1	1	0	1
1052	1	1	0	2
1052	1	1	0	4
1052	1	1	1	5
1052	1	3	0	6
1052	1	4	0	7
1052	1	2	2	8
1052	1	12	4	9
1052	1	16	12	10
1052	1	50	23	11
1052	1	40	13	12
1052	1	24	6	13
1052	1	12	4	14
1052	1	15	5	15
1052	1	14	6	16
1052	1	24	6	17
1052	1	38	19	18
1052	1	24	7	19
1052	1	14	4	20
1052	1	11	2	21
1052	1	13	1	22
1052	1	6	1	23
1053	-1	1	0	12
1053	0	1	0	12
1055	-1	1	1	0
1055	-1	1	0	1
1055	-1	1	0	2
1055	-1	1	0	5
1055	-1	5	0	7
1055	-1	2	4	8
1055	-1	7	2	9
1055	-1	16	6	10
1055	-1	22	25	11
1055	-1	35	27	12
1055	-1	21	10	13
1055	-1	14	7	14
1055	-1	15	8	15
1055	-1	21	16	16
1055	-1	24	18	17
1055	-1	37	18	18
1055	-1	22	14	19
1055	-1	22	6	20
1055	-1	11	9	21
1055	-1	13	5	22
1055	-1	10	1	23
1055	1	1	1	0
1055	1	1	0	1
1055	1	1	0	2
1055	1	1	0	5
1055	1	5	0	7
1055	1	2	4	8
1055	1	7	2	9
1055	1	16	6	10
1055	1	22	25	11
1055	1	35	27	12
1055	1	21	10	13
1055	1	14	7	14
1055	1	15	8	15
1055	1	21	16	16
1055	1	24	18	17
1055	1	37	18	18
1055	1	22	14	19
1055	1	22	6	20
1055	1	11	9	21
1055	1	13	5	22
1055	1	10	1	23
1056	-1	2	0	0
1056	-1	1	0	2
1056	-1	1	0	3
1056	-1	2	0	5
1056	-1	1	0	6
1056	-1	2	0	7
1056	-1	2	1	8
1056	-1	3	1	9
1056	-1	3	1	10
1056	-1	10	3	11
1056	-1	10	3	12
1056	-1	6	3	13
1056	-1	5	1	14
1056	-1	5	3	15
1056	-1	4	1	16
1056	-1	7	2	17
1056	-1	13	5	18
1056	-1	9	1	19
1056	-1	5	1	20
1056	-1	3	0	21
1056	-1	2	1	22
1056	-1	2	0	23
1056	1	2	0	0
1056	1	1	0	2
1056	1	1	0	3
1056	1	2	0	5
1056	1	1	0	6
1056	1	2	0	7
1056	1	2	1	8
1056	1	3	1	9
1056	1	3	1	10
1056	1	10	3	11
1056	1	10	3	12
1056	1	6	3	13
1056	1	5	1	14
1056	1	5	3	15
1056	1	4	1	16
1056	1	7	2	17
1056	1	13	5	18
1056	1	9	1	19
1056	1	5	1	20
1056	1	3	0	21
1056	1	2	1	22
1056	1	2	0	23
1058	-1	10	3	0
1058	-1	6	2	1
1058	-1	6	0	2
1058	-1	1	0	3
1058	-1	4	1	4
1058	-1	2	0	5
1058	-1	5	1	6
1058	-1	16	0	7
1058	-1	28	4	8
1058	-1	53	8	9
1058	-1	52	22	10
1058	-1	102	52	11
1058	-1	104	50	12
1058	-1	81	37	13
1058	-1	59	19	14
1058	-1	48	27	15
1058	-1	64	11	16
1058	-1	75	24	17
1058	-1	73	26	18
1058	-1	50	22	19
1058	-1	54	19	20
1058	-1	57	14	21
1058	-1	45	12	22
1058	-1	31	6	23
1058	1	10	3	0
1058	1	6	2	1
1058	1	6	0	2
1058	1	1	0	3
1058	1	4	1	4
1058	1	2	0	5
1058	1	5	1	6
1058	1	16	0	7
1058	1	28	4	8
1058	1	53	8	9
1058	1	52	22	10
1058	1	102	52	11
1058	1	104	50	12
1058	1	81	37	13
1058	1	59	19	14
1058	1	48	27	15
1058	1	64	11	16
1058	1	75	24	17
1058	1	73	26	18
1058	1	50	22	19
1058	1	54	19	20
1058	1	57	14	21
1058	1	45	12	22
1058	1	31	6	23
1059	-1	1	0	9
1059	-1	1	0	10
1059	-1	1	0	15
1059	1	1	0	9
1059	1	1	0	10
1059	1	1	0	15
1061	-1	41	4	0
1061	-1	30	3	1
1061	-1	29	5	2
1061	-1	18	4	3
1061	-1	14	1	4
1061	-1	13	0	5
1061	-1	17	0	6
1061	-1	33	3	7
1061	-1	76	19	8
1061	-1	127	31	9
1061	-1	171	61	10
1061	-1	94	40	11
1061	-1	48	22	12
1061	-1	43	14	13
1061	-1	28	9	14
1061	-1	30	11	15
1061	-1	30	18	16
1061	-1	66	23	17
1061	-1	59	24	18
1061	-1	33	12	19
1061	-1	51	12	20
1061	-1	40	8	21
1061	-1	25	6	22
1061	-1	21	2	23
1061	1	41	4	0
1061	1	30	3	1
1061	1	29	5	2
1061	1	18	4	3
1061	1	14	1	4
1061	1	13	0	5
1061	1	17	0	6
1061	1	33	3	7
1061	1	76	19	8
1061	1	127	31	9
1061	1	171	61	10
1061	1	94	40	11
1061	1	48	22	12
1061	1	43	14	13
1061	1	28	9	14
1061	1	30	11	15
1061	1	30	18	16
1061	1	66	23	17
1061	1	59	24	18
1061	1	33	12	19
1061	1	51	12	20
1061	1	40	8	21
1061	1	25	6	22
1061	1	21	2	23
1062	-1	1	0	0
1062	-1	1	0	7
1062	-1	3	1	8
1062	-1	3	0	9
1062	-1	3	0	10
1062	-1	7	9	11
1062	-1	7	3	12
1062	-1	5	3	13
1062	-1	8	2	14
1062	-1	4	2	15
1062	-1	2	1	16
1062	-1	2	0	17
1062	-1	5	5	18
1062	-1	8	3	19
1062	-1	4	2	20
1062	-1	6	1	21
1062	-1	4	1	22
1062	-1	6	0	23
1062	1	1	0	0
1062	1	1	0	7
1062	1	3	1	8
1062	1	3	0	9
1062	1	3	0	10
1062	1	7	9	11
1062	1	7	3	12
1062	1	5	3	13
1062	1	8	2	14
1062	1	4	2	15
1062	1	2	1	16
1062	1	2	0	17
1062	1	5	5	18
1062	1	8	3	19
1062	1	4	2	20
1062	1	6	1	21
1062	1	4	1	22
1062	1	6	0	23
1065	-1	1	0	15
1065	1	1	0	15
1068	-1	4	2	0
1068	-1	2	0	1
1068	-1	3	0	2
1068	-1	1	0	5
1068	-1	1	0	7
1068	-1	1	0	8
1068	-1	6	2	9
1068	-1	7	1	10
1068	-1	21	8	11
1068	-1	17	5	12
1068	-1	12	3	13
1068	-1	9	5	14
1068	-1	8	3	15
1068	-1	12	5	16
1068	-1	20	3	17
